id,name,stream_url,logo,genre,country,language,quality,type,is_active
discovery_world_hd,"Discovery World HD",http://181.188.216.5:18000/play/a0ds/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
disney_channel,"Disney Channel",http://181.188.216.5:18000/play/a0pd/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2019_Disney_Channel_logo.svg/512px-2019_Disney_Channel_logo.svg.png,Kids,International,es,HD,tv,true
disney_hd,"Disney HD",http://181.188.216.5:18000/play/a0ot/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2019_Disney_Channel_logo.svg/512px-2019_Disney_Channel_logo.svg.png,Kids,International,es,HD,tv,true
disney_hd,"Disney HD",http://181.188.216.5:18000/play/a004/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2019_Disney_Channel_logo.svg/512px-2019_Disney_Channel_logo.svg.png,Kids,International,es,HD,tv,true
disney_jr,"Disney JR",http://181.188.216.5:18000/play/a09y/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2019_Disney_Channel_logo.svg/512px-2019_Disney_Channel_logo.svg.png,Kids,International,es,HD,tv,true
disney_junior,"Disney Junior",http://181.188.216.5:18000/play/a0lc/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/2019_Disney_Channel_logo.svg/512px-2019_Disney_Channel_logo.svg.png,Kids,International,es,HD,tv,true
distrito_comedia,"Distrito Comedia",http://181.188.216.5:18000/play/a0kc/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
e,"E!",http://181.188.216.5:18000/play/a0ca/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/E%21_Logo.svg/512px-E%21_Logo.svg.png,General,International,es,HD,tv,true
e_entertainment_tv,"E! Entertainment TV",http://181.188.216.5:18000/play/a0q0/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/E%21_Logo.svg/512px-E%21_Logo.svg.png,General,International,es,HD,tv,true
e_entertainment_tv,"E! Entertainment TV",http://181.188.216.5:18000/play/a0qd/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/E%21_Logo.svg/512px-E%21_Logo.svg.png,General,International,es,HD,tv,true
e_entertainment_tv,"E! Entertainment TV",http://181.188.216.5:18000/play/a0f2/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/E%21_Logo.svg/512px-E%21_Logo.svg.png,General,International,es,HD,tv,true
e_entertairment_hd,"E! Entertairment HD",http://181.188.216.5:18000/play/a0ct/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/E%21_Logo.svg/512px-E%21_Logo.svg.png,General,International,es,HD,tv,true
ecuador_tv_hd,"ECUADOR TV HD",http://181.188.216.5:18000/play/a0lt/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ecuavisa_gye_fhd,"ECUAVISA GYE FHD",http://181.188.216.5:18000/play/a0n0/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ecuavisa_hd,"ECUAVISA HD",http://181.188.216.5:18000/play/a0ls/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
elim_tv_esa,"ELIM TV - ESA",http://181.188.216.5:18000/play/a0ao/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
espn,"ESPN",http://181.188.216.5:18000/play/a0ch/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn,"ESPN",http://181.188.216.5:18000/play/a0ek/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn,"ESPN",http://181.188.216.5:18000/play/a0pe/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn,"ESPN",http://181.188.216.5:18000/play/a026/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_4_hd,"ESPN  4 HD",http://181.188.216.5:18000/play/a0am/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_2,"ESPN 2",http://181.188.216.5:18000/play/a0ci/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_2,"ESPN 2",http://181.188.216.5:18000/play/a0jz/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_2_hd,"ESPN 2 HD",http://181.188.216.5:18000/play/a0oz/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_2_hd,"ESPN 2 HD",http://181.188.216.5:18000/play/a0il/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_2_hd,"ESPN 2 HD",http://181.188.216.5:18000/play/a0dl/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_2_hd,"ESPN 2 HD",http://181.188.216.5:18000/play/a00b/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_2_hd,"ESPN 2 HD",http://181.188.216.5:18000/play/a012/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_3,"ESPN 3",http://181.188.216.5:18000/play/a0bg/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_3_hd,"ESPN 3 HD",http://181.188.216.5:18000/play/a0dm/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_3_hd,"ESPN 3 HD",http://181.188.216.5:18000/play/a00z/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_3_hd,"ESPN 3 HD",http://181.188.216.5:18000/play/a0of/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_4,"ESPN 4",http://181.188.216.5:18000/play/a0bh/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_4,"ESPN 4",http://181.188.216.5:18000/play/a0pf/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_4hd,"ESPN 4HD",http://181.188.216.5:18000/play/a0ov/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_4hd,"ESPN 4HD",http://181.188.216.5:18000/play/a00y/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_5,"ESPN 5",http://181.188.216.5:18000/play/a0ml/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_5hd,"ESPN 5HD",http://181.188.216.5:18000/play/a0oa/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_5hd,"ESPN 5HD",http://181.188.216.5:18000/play/a0gl/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_6,"ESPN 6",http://181.188.216.5:18000/play/a0a9/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_6_hd,"ESPN 6 HD",http://181.188.216.5:18000/play/a0dn/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_6hd,"ESPN 6HD",http://181.188.216.5:18000/play/a0o8/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_6hd,"ESPN 6HD",http://181.188.216.5:18000/play/a010/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_6hd,"ESPN 6HD",http://181.188.216.5:18000/play/a0h4/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_7,"ESPN 7",http://181.188.216.5:18000/play/a0pg/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_7hd,"ESPN 7HD",http://181.188.216.5:18000/play/a0on/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_7hd,"ESPN 7HD",http://181.188.216.5:18000/play/a0i6/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_co,"ESPN CO",http://181.188.216.5:18000/play/a0nv/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_hd,"ESPN HD",http://181.188.216.5:18000/play/a0ou/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_hd,"ESPN HD",http://181.188.216.5:18000/play/a0lo/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_hd,"ESPN HD",http://181.188.216.5:18000/play/a0gn/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_hd,"ESPN HD",http://181.188.216.5:18000/play/a0fb/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_hd,"ESPN HD",http://181.188.216.5:18000/play/a0dk/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_premium_hd,"ESPN Premium HD",http://181.188.216.5:18000/play/a0fe/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
espn_premium_hd,"ESPN Premium HD",http://181.188.216.5:18000/play/a0lq/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/ESPN_wordmark.svg/512px-ESPN_wordmark.svg.png,Sports,International,es,HD,tv,true
et_canal_el_tiempo,"ET Canal El Tiempo",http://181.188.216.5:18000/play/a01b/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
etc_tv,"ETC TV",http://181.188.216.5:18000/play/a0f0/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
euro_channel,"EURO Channel",http://181.188.216.5:18000/play/a0bc/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ewtn,"EWTN",http://181.188.216.5:18000/play/a08a/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ewtn,"EWTN",http://181.188.216.5:18000/play/a0aj/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ewtn,"EWTN",http://181.188.216.5:18000/play/a0qg/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ecuador_tv,"Ecuador TV",http://181.188.216.5:18000/play/a0ki/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ecuavisa,"Ecuavisa",http://181.188.216.5:18000/play/a0kg/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
ecuavisa,"Ecuavisa",http://181.188.216.5:18000/play/a0no/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
el_gourmet,"El Gourmet",http://181.188.216.5:18000/play/a0h3/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
el_gourmet,"El Gourmet",http://181.188.216.5:18000/play/a0be/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
el_gourmet_hd,"El Gourmet HD",http://181.188.216.5:18000/play/a0hb/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
el_trece,"El Trece",http://181.188.216.5:18000/play/a0m7/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
enlace,"Enlace",http://181.188.216.5:18000/play/a0q5/index.m3u8,https://cdn-icons-png.flaticon.com/512/3159/3159310.png,Religious,International,es,HD,tv,true
eurochannel,"Eurochannel",http://181.188.216.5:18000/play/a087/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
eurochannel,"Eurochannel",http://181.188.216.5:18000/play/a0m9/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
europa_europa,"Europa Europa",http://181.188.216.5:18000/play/a0k7/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
europa_europa,"Europa Europa",http://181.188.216.5:18000/play/a0r0/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
europa_hd,"Europa HD",http://181.188.216.5:18000/play/a0cz/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
exa_tv,"Exa TV",http://181.188.216.5:18000/play/a0cj/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
futv_hd_cr,"FUTV HD CR",http://181.188.216.5:18000/play/a0dj/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
fx,"FX",http://181.188.216.5:18000/play/a0ba/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/FX_International_logo.svg/512px-FX_International_logo.svg.png,Movies,International,es,HD,tv,true
fx,"FX",http://181.188.216.5:18000/play/a0ph/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/FX_International_logo.svg/512px-FX_International_logo.svg.png,Movies,International,es,HD,tv,true
fx_hd,"FX HD",http://181.188.216.5:18000/play/a0gm/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/FX_International_logo.svg/512px-FX_International_logo.svg.png,Movies,International,es,HD,tv,true
fx_hd,"FX HD",http://181.188.216.5:18000/play/a0i9/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/FX_International_logo.svg/512px-FX_International_logo.svg.png,Movies,International,es,HD,tv,true
fx_hd,"FX HD",http://181.188.216.5:18000/play/a0cy/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/FX_International_logo.svg/512px-FX_International_logo.svg.png,Movies,International,es,HD,tv,true
film_arts_hd,"Film & arts HD",http://181.188.216.5:18000/play/a0cu/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
filmarts,"Film&Arts",http://181.188.216.5:18000/play/a0js/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
filmarts,"Film&Arts",http://181.188.216.5:18000/play/a018/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
food_network_hd,"Food Network HD",http://181.188.216.5:18000/play/a0qp/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Food_Network_logo.svg/512px-Food_Network_logo.svg.png,General,International,es,HD,tv,true
fox_sports_2,"Fox Sports 2",http://181.188.216.5:18000/play/a0nh/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Fox_Broadcasting_Company_Logo.svg/512px-Fox_Broadcasting_Company_Logo.svg.png,Sports,USA,es,HD,tv,true
fox_sports_2_hd,"Fox Sports 2 HD",http://181.188.216.5:18000/play/a0n8/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Fox_Broadcasting_Company_Logo.svg/512px-Fox_Broadcasting_Company_Logo.svg.png,Sports,USA,es,HD,tv,true
fox_sports_3,"Fox Sports 3",http://181.188.216.5:18000/play/a0ne/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Fox_Broadcasting_Company_Logo.svg/512px-Fox_Broadcasting_Company_Logo.svg.png,Sports,USA,es,HD,tv,true
fox_sports_3_hd,"Fox Sports 3 HD",http://181.188.216.5:18000/play/a0ng/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Fox_Broadcasting_Company_Logo.svg/512px-Fox_Broadcasting_Company_Logo.svg.png,Sports,USA,es,HD,tv,true
fox_sports_hd,"Fox Sports HD",http://181.188.216.5:18000/play/a0nc/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Fox_Broadcasting_Company_Logo.svg/512px-Fox_Broadcasting_Company_Logo.svg.png,Sports,USA,es,HD,tv,true
france_24,"France 24",http://181.188.216.5:18000/play/a0mf/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
france24,"France24",http://181.188.216.5:18000/play/a0ah/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
gama_tv,"GAMA TV",http://181.188.216.5:18000/play/a0lu/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
global,"GLOBAL",http://181.188.216.5:18000/play/a01s/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
global,"GLOBAL",http://181.188.216.5:18000/play/a0m5/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golperu,"GOLPERU",http://181.188.216.5:18000/play/a07s/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Peru,es,HD,tv,true
gamavisin,"Gamavisiðn",http://181.188.216.5:18000/play/a0kj/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
gol_tv,"Gol TV",http://181.188.216.5:18000/play/a0mj/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
gol_tv,"Gol TV",http://181.188.216.5:18000/play/a01d/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golden,"Golden",http://181.188.216.5:18000/play/a0bn/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golden,"Golden",http://181.188.216.5:18000/play/a0k5/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golden_edge,"Golden Edge",http://181.188.216.5:18000/play/a0k4/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golden_hd,"Golden HD",http://181.188.216.5:18000/play/a0jg/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golden_premiere_2_hd,"Golden Premiere 2 HD",http://181.188.216.5:18000/play/a09k/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golden_premiere_hd,"Golden Premiere HD",http://181.188.216.5:18000/play/a09j/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golf_channel,"Golf Channel",http://181.188.216.5:18000/play/a09a/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golf_channel,"Golf Channel",http://181.188.216.5:18000/play/a0k0/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
golf_channel_hd,"Golf Channel HD",http://181.188.216.5:18000/play/a0d4/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
guatevision_gua,"Guatevision - GUA",http://181.188.216.5:18000/play/a09m/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
h2,"H2",http://181.188.216.5:18000/play/a0bd/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
hbo_2,"HBO 2",http://181.188.216.5:18000/play/a0ka/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_family_hd,"HBO Family HD",http://181.188.216.5:18000/play/a0lr/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_hd,"HBO HD",http://181.188.216.5:18000/play/a0hm/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_hd,"HBO HD",http://181.188.216.5:18000/play/a00a/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_mundi,"HBO MUNDI",http://181.188.216.5:18000/play/a0md/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_pop_hd,"HBO POP HD",http://181.188.216.5:18000/play/a0im/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_pop_hd,"HBO POP HD",http://181.188.216.5:18000/play/a00c/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_plus,"HBO Plus",http://181.188.216.5:18000/play/a0k9/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_sd,"HBO SD",http://181.188.216.5:18000/play/a0ee/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_signature,"HBO Signature",http://181.188.216.5:18000/play/a0mc/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo_xtreme_hd,"HBO XTREME HD",http://181.188.216.5:18000/play/a0p1/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hbo2,"HBO2",http://181.188.216.5:18000/play/a0f7/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/HBO_logo.svg/512px-HBO_logo.svg.png,Movies,International,es,HD,tv,true
hch_hon,"HCH- HON",http://181.188.216.5:18000/play/a09u/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
hei_hd,"HEI HD",http://181.188.216.5:18000/play/a0p3/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
hgtv,"HGTV",http://181.188.216.5:18000/play/a0qf/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
hgtv,"HGTV",http://181.188.216.5:18000/play/a0g2/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
hola_tv_hd,"HOLA! TV HD",http://181.188.216.5:18000/play/a0da/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
htv,"HTV",http://181.188.216.5:18000/play/a0bm/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
htv,"HTV",http://181.188.216.5:18000/play/a0g4/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
history_2,"History 2",http://181.188.216.5:18000/play/a0jj/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/History_%282021%29.svg/512px-History_%282021%29.svg.png,Documentary,International,es,HD,tv,true
history_2,"History 2",http://181.188.216.5:18000/play/a0e1/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/History_%282021%29.svg/512px-History_%282021%29.svg.png,Documentary,International,es,HD,tv,true
history_channel,"History Channel",http://181.188.216.5:18000/play/a0cf/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/History_%282021%29.svg/512px-History_%282021%29.svg.png,Documentary,International,es,HD,tv,true
history_channel,"History Channel",http://181.188.216.5:18000/play/a0pi/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/History_%282021%29.svg/512px-History_%282021%29.svg.png,Documentary,International,es,HD,tv,true
