id,name,stream_url,logo,genre,country,language,quality,type,is_active
adult_swim,"Adult Swim",http://181.188.216.5:18000/play/a0f6/index.m3u8,https://cdn-icons-png.flaticon.com/512/742/742751.png,Comedy,International,es,HD,tv,true
america_tv_hd,"America TV HD",http://181.188.216.5:18000/play/a0j8/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
america_tv_hd,"America TV HD",http://181.188.216.5:18000/play/a014/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png/512px-Am%C3%A9rica_Televisi%C3%B3n_%28Logo_2020%29.png,General,Peru,es,HD,tv,true
amrica_televisin,"AmØrica Televisiðn",http://181.188.216.5:18000/play/a0m0/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
amrica_televisin,"AmØrica Televisiðn",http://181.188.216.5:18000/play/a01l/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
animal_planet,"Animal Planet",http://181.188.216.5:18000/play/a0p9/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/2018_Animal_Planet_logo.svg/512px-2018_Animal_Planet_logo.svg.png,Documentary,International,es,HD,tv,true
animal_planet,"Animal Planet",http://181.188.216.5:18000/play/a0ce/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/2018_Animal_Planet_logo.svg/512px-2018_Animal_Planet_logo.svg.png,Documentary,International,es,HD,tv,true
animal_planet_hd,"Animal Planet HD",http://181.188.216.5:18000/play/a0oh/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/2018_Animal_Planet_logo.svg/512px-2018_Animal_Planet_logo.svg.png,Documentary,International,es,HD,tv,true
animal_planet_hd,"Animal Planet HD",http://181.188.216.5:18000/play/a0cs/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/2018_Animal_Planet_logo.svg/512px-2018_Animal_Planet_logo.svg.png,Documentary,International,es,HD,tv,true
antena_3,"Antena 3",http://181.188.216.5:18000/play/a0m8/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Spain,es,HD,tv,true
atres_series,"Atres Series",http://181.188.216.5:18000/play/a099/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
azcorazon,"Azcorazon",http://181.188.216.5:18000/play/a0a3/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
azmundo,"Azmundo",http://181.188.216.5:18000/play/a0c7/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
bbc_news,"BBC News",http://181.188.216.5:18000/play/a0ag/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/BBC_Logo_2021.svg/512px-BBC_Logo_2021.svg.png,News,International,es,HD,tv,true
bbc_world,"BBC World",http://181.188.216.5:18000/play/a0m6/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/BBC_Logo_2021.svg/512px-BBC_Logo_2021.svg.png,General,International,es,HD,tv,true
bethel_tv,"BETHEL TV",http://181.188.216.5:18000/play/a0hp/index.m3u8,https://cdn-icons-png.flaticon.com/512/3159/3159310.png,Religious,International,es,HD,tv,true
baby_first,"Baby First",http://181.188.216.5:18000/play/a0b9/index.m3u8,https://cdn-icons-png.flaticon.com/512/2945/2945637.png,Kids,International,es,HD,tv,true
baby_tv,"Baby TV",http://181.188.216.5:18000/play/a081/index.m3u8,https://cdn-icons-png.flaticon.com/512/2945/2945637.png,Kids,International,es,HD,tv,true
baby_tv,"Baby TV",http://181.188.216.5:18000/play/a090/index.m3u8,https://cdn-icons-png.flaticon.com/512/2945/2945637.png,Kids,International,es,HD,tv,true
baby_tv,"Baby TV",http://181.188.216.5:18000/play/a0ks/index.m3u8,https://cdn-icons-png.flaticon.com/512/2945/2945637.png,Kids,International,es,HD,tv,true
c9n,"C9N",http://181.188.216.5:18000/play/a0nu/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_13_ni,"CANAL 13 - NI",http://181.188.216.5:18000/play/a0p7/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Argentina,es,HD,tv,true
cdn2_rd,"CDN2- RD",http://181.188.216.5:18000/play/a0ax/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
cdn37_rd,"CDN37 - RD",http://181.188.216.5:18000/play/a0c4/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
chv,"CHV",http://181.188.216.5:18000/play/a07u/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Chile,es,HD,tv,true
chv_hd,"CHV HD",http://181.188.216.5:18000/play/a0ii/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Chile,es,HD,tv,true
chv_hd,"CHV HD",http://181.188.216.5:18000/play/a00v/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Chile,es,HD,tv,true
cinecanal_hd,"CINECANAL HD",http://181.188.216.5:18000/play/a0co/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
cnbc,"CNBC",http://181.188.216.5:18000/play/a0qv/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,USA,es,HD,tv,true
cnn_espaol,"CNN Espaæol",http://181.188.216.5:18000/play/a0kz/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CNN.svg/512px-CNN.svg.png,News,USA,es,HD,tv,true
cnn_espaol,"CNN Espaæol",http://181.188.216.5:18000/play/a084/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CNN.svg/512px-CNN.svg.png,News,USA,es,HD,tv,true
cnn_internacional,"CNN Internacional",http://181.188.216.5:18000/play/a09b/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CNN.svg/512px-CNN.svg.png,News,USA,es,HD,tv,true
cnn_international,"CNN International",http://181.188.216.5:18000/play/a0ko/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CNN.svg/512px-CNN.svg.png,News,USA,es,HD,tv,true
cnn_international,"CNN International",http://181.188.216.5:18000/play/a0f4/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CNN.svg/512px-CNN.svg.png,News,USA,es,HD,tv,true
cnne,"CNNE",http://181.188.216.5:18000/play/a0af/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/CNN.svg/512px-CNN.svg.png,News,USA,es,HD,tv,true
cablenoticias,"CableNoticias",http://181.188.216.5:18000/play/a0g5/index.m3u8,https://cdn-icons-png.flaticon.com/512/2965/2965879.png,News,International,es,HD,tv,true
canal_10_esa,"Canal 10 - ESA",http://181.188.216.5:18000/play/a098/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_10_hd,"Canal 10 HD",http://181.188.216.5:18000/play/a09i/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_10_hd_esa,"Canal 10 HD - ESA",http://181.188.216.5:18000/play/a09c/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_11_gua,"Canal 11 - GUA",http://181.188.216.5:18000/play/a0aq/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_13,"Canal 13",http://181.188.216.5:18000/play/a0g8/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Argentina,es,HD,tv,true
canal_13_hd,"Canal 13 HD",http://181.188.216.5:18000/play/a0gi/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Argentina,es,HD,tv,true
canal_13_hd,"Canal 13 HD",http://181.188.216.5:18000/play/a0o7/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Argentina,es,HD,tv,true
canal_13gua,"Canal 13-GUA",http://181.188.216.5:18000/play/a0ap/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Argentina,es,HD,tv,true
canal_14_nic,"Canal 14 - NIC",http://181.188.216.5:18000/play/a0av/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_19_esa,"Canal 19  ESA",http://181.188.216.5:18000/play/a0b8/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_2_nic,"Canal 2 - NIC",http://181.188.216.5:18000/play/a0c0/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_3_gua,"Canal 3 - GUA",http://181.188.216.5:18000/play/a0bw/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_4_esa,"Canal 4 - ESA",http://181.188.216.5:18000/play/a0bx/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_4_hd_esa,"Canal 4 HD ESA",http://181.188.216.5:18000/play/a09d/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_5_hon,"Canal 5 - HON",http://181.188.216.5:18000/play/a0p6/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Mexico,es,HD,tv,true
canal_6_esa,"Canal 6 - ESA",http://181.188.216.5:18000/play/a0ar/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_6_ni,"Canal 6 - NI",http://181.188.216.5:18000/play/a0az/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_7_gua,"Canal 7 - GUA",http://181.188.216.5:18000/play/a0bv/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_7_hd_cr,"Canal 7 HD CR",http://181.188.216.5:18000/play/a0cp/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_8_nic,"Canal 8 - NIC",http://181.188.216.5:18000/play/a0au/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_8_tnh_hn,"Canal 8 TNH HN",http://181.188.216.5:18000/play/a08z/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_antigua_gua,"Canal Antigua - GUA",http://181.188.216.5:18000/play/a0bt/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_azteca_gua,"Canal Azteca - GUA",http://181.188.216.5:18000/play/a0bu/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Mexico,es,HD,tv,true
canal_caracol,"Canal Caracol",http://181.188.216.5:18000/play/a0nm/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Colombia,es,HD,tv,true
canal_claro,"Canal Claro",http://181.188.216.5:18000/play/a09l/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_institucional,"Canal Institucional",http://181.188.216.5:18000/play/a0nq/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_n,"Canal N",http://181.188.216.5:18000/play/a01p/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_rcn,"Canal RCN",http://181.188.216.5:18000/play/a0nn/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Colombia,es,HD,tv,true
canal_test,"Canal Test",http://181.188.216.5:18000/play/a0la/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_uno,"Canal Uno",http://181.188.216.5:18000/play/a0nk/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
canal_del_congreso,"Canal del Congreso",http://181.188.216.5:18000/play/a0nr/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
capital,"Capital",http://181.188.216.5:18000/play/a0o2/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
caracol_hd,"Caracol HD",http://181.188.216.5:18000/play/a0fd/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,Colombia,es,HD,tv,true
cartoon_network,"Cartoon Network",http://181.188.216.5:18000/play/a0pp/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Cartoon_Network_2010_logo.svg/512px-Cartoon_Network_2010_logo.svg.png,Kids,International,es,HD,tv,true
cartoon_network,"Cartoon Network",http://181.188.216.5:18000/play/a0ps/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Cartoon_Network_2010_logo.svg/512px-Cartoon_Network_2010_logo.svg.png,Kids,International,es,HD,tv,true
cartoon_network,"Cartoon Network",http://181.188.216.5:18000/play/a0kp/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Cartoon_Network_2010_logo.svg/512px-Cartoon_Network_2010_logo.svg.png,Kids,International,es,HD,tv,true
cartoon_network,"Cartoon Network",http://181.188.216.5:18000/play/a09v/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Cartoon_Network_2010_logo.svg/512px-Cartoon_Network_2010_logo.svg.png,Kids,International,es,HD,tv,true
cartoonito,"Cartoonito",http://181.188.216.5:18000/play/a09x/index.m3u8,https://cdn-icons-png.flaticon.com/512/2945/2945637.png,Kids,International,es,HD,tv,true
cartoonito,"Cartoonito",http://181.188.216.5:18000/play/a0ez/index.m3u8,https://cdn-icons-png.flaticon.com/512/2945/2945637.png,Kids,International,es,HD,tv,true
cartoonito,"Cartoonito",http://181.188.216.5:18000/play/a0py/index.m3u8,https://cdn-icons-png.flaticon.com/512/2945/2945637.png,Kids,International,es,HD,tv,true
cinecanal,"Cinecanal",http://181.188.216.5:18000/play/a0pb/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
cinecanal_hd,"Cinecanal HD",http://181.188.216.5:18000/play/a0om/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
cinecanal_hd,"Cinecanal HD",http://181.188.216.5:18000/play/a008/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
cinemax,"Cinemax",http://181.188.216.5:18000/play/a0ed/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
cinemax,"Cinemax",http://181.188.216.5:18000/play/a0l7/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
cinemax_hd,"Cinemax HD",http://181.188.216.5:18000/play/a0lf/index.m3u8,https://cdn-icons-png.flaticon.com/512/777/777242.png,Movies,International,es,HD,tv,true
city_tv,"City TV",http://181.188.216.5:18000/play/a0o1/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
clover,"Clover",http://181.188.216.5:18000/play/a0eu/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
color_vision_9_rd,"Color Vision 9 - RD",http://181.188.216.5:18000/play/a0c3/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
comedy_central_hd,"Comedy Central HD",http://181.188.216.5:18000/play/a0ha/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Comedy_Central_2018.svg/512px-Comedy_Central_2018.svg.png,Comedy,International,es,HD,tv,true
comedy_central_hd,"Comedy Central HD",http://181.188.216.5:18000/play/a0db/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Comedy_Central_2018.svg/512px-Comedy_Central_2018.svg.png,Comedy,International,es,HD,tv,true
cristovisin,"Cristovisiðn",http://181.188.216.5:18000/play/a025/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
dhe_hd,"DHE HD",http://181.188.216.5:18000/play/a0p0/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
dhe_hd,"DHE HD",http://181.188.216.5:18000/play/a08o/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
dhe_hd,"DHE HD",http://181.188.216.5:18000/play/a0d1/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
disc_theather_hd,"DISC THEATHER HD",http://181.188.216.5:18000/play/a0d8/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
dw_espaol,"DW Espaæol",http://181.188.216.5:18000/play/a0e5/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
dw_espaol,"DW Espaæol",http://181.188.216.5:18000/play/a0mq/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
de_pelcula,"De PelŦcula",http://181.188.216.5:18000/play/a0k8/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
digital_15_rd,"Digital 15 - RD",http://181.188.216.5:18000/play/a0aw/index.m3u8,https://cdn-icons-png.flaticon.com/512/1040/1040241.png,General,International,es,HD,tv,true
discovery_channel,"Discovery Channel",http://181.188.216.5:18000/play/a0pc/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_channel,"Discovery Channel",http://181.188.216.5:18000/play/a0g9/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_channel,"Discovery Channel",http://181.188.216.5:18000/play/a0cd/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_channel_hd,"Discovery Channel  HD",http://181.188.216.5:18000/play/a0oi/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_channel_hd,"Discovery Channel HD",http://181.188.216.5:18000/play/a0dr/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_hh_hd,"Discovery H&H HD",http://181.188.216.5:18000/play/a0kx/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_hh_hd,"Discovery H&H HD",http://181.188.216.5:18000/play/a00w/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_hd,"Discovery HD",http://181.188.216.5:18000/play/a00f/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_id_hd,"Discovery ID HD",http://181.188.216.5:18000/play/a0dv/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_kids,"Discovery Kids",http://181.188.216.5:18000/play/a0qs/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Kids,International,es,HD,tv,true
discovery_kids_hd,"Discovery Kids HD",http://181.188.216.5:18000/play/a0pr/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Kids,International,es,HD,tv,true
discovery_kids_hd,"Discovery Kids HD",http://181.188.216.5:18000/play/a09h/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Kids,International,es,HD,tv,true
discovery_kids_hd,"Discovery Kids HD",http://181.188.216.5:18000/play/a0gj/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Kids,International,es,HD,tv,true
discovery_science,"Discovery Science",http://181.188.216.5:18000/play/a0qc/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_science,"Discovery Science",http://181.188.216.5:18000/play/a096/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_theater_hd,"Discovery Theater HD",http://181.188.216.5:18000/play/a0ig/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_theater_hd,"Discovery Theater HD",http://181.188.216.5:18000/play/a0f9/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_turbo,"Discovery Turbo",http://181.188.216.5:18000/play/a0le/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_turbo,"Discovery Turbo",http://181.188.216.5:18000/play/a0g3/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_world_hd,"Discovery World HD",http://181.188.216.5:18000/play/a005/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
discovery_world_hd,"Discovery World HD",http://181.188.216.5:18000/play/a0oc/index.m3u8,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Discovery_Channel_logo.svg/512px-Discovery_Channel_logo.svg.png,Documentary,International,es,HD,tv,true
